phone number,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction
377-2235,2,2,36,0,0,0,0,0,0,1,1,0,0
386-9141,0,0,0,0,0,0,0,0,0,0,0,0,0
416-5623,0,0,0,0,0,0,0,0,0,0,0,0,0
327-3053,1,1,1,0,0,0,0,0,1,0,0,0,0
395-6195,1,1,11,0,0,1,0,0,0,0,0,0,0
397-8772,2,1,30,1,0,0,0,0,0,0,0,0,0
346-7656,4,2,50,0,0,0,2,0,0,0,0,0,0
343-2350,2,0,0,0,0,0,0,0,0,0,0,0,0
372-4722,2,1,25,0,0,0,0,1,0,0,0,0,0
399-8615,0,0,0,0,0,0,0,0,0,0,0,0,0
379-8248,1,1,16,0,0,0,0,0,0,1,0,0,0
414-6219,1,1,18,0,0,0,0,1,0,0,0,0,0
387-1343,0,0,0,0,0,0,0,0,0,0,0,0,0
370-5527,2,0,0,0,0,0,0,0,0,0,0,0,0
393-8736,7,4,89,1,0,1,0,1,0,0,0,0,1
402-7626,0,0,0,0,0,0,0,0,0,0,0,0,0
370-2688,1,1,3,0,0,0,0,0,0,0,0,0,1
418-9036,4,4,88,1,0,0,1,1,0,1,0,0,0
417-2035,0,0,0,0,0,0,0,0,0,0,0,0,0
355-3602,1,1,17,0,0,0,0,0,1,0,0,0,0
393-4027,6,2,47,0,0,0,0,0,1,1,0,0,0
418-5141,0,0,0,0,0,0,0,0,0,0,0,0,0
406-1247,0,0,0,0,0,0,0,0,0,0,0,0,0
402-3892,5,3,73,0,1,0,0,0,0,2,0,0,0
332-2965,2,1,27,0,0,0,0,0,0,0,1,0,0
377-1218,1,1,7,0,0,0,0,0,0,0,0,0,1
355-2464,0,0,0,0,0,0,0,0,0,0,0,0,0
404-4611,2,1,19,0,0,0,0,0,1,0,0,0,0
373-2339,2,2,16,1,0,0,1,0,0,0,0,0,0
410-3503,0,0,0,0,0,0,0,0,0,0,0,0,0
410-4739,1,1,4,0,0,0,0,1,0,0,0,0,0
365-3562,1,1,9,0,0,0,0,0,0,0,0,1,0
387-7641,1,1,23,0,0,0,0,0,0,0,0,0,1
385-9744,1,1,13,0,0,0,0,0,1,0,0,0,0
398-5006,1,1,21,0,0,0,0,0,0,1,0,0,0
408-3977,1,1,13,1,0,0,0,0,0,0,0,0,0
334-2729,1,1,13,0,0,0,1,0,0,0,0,0,0
334-7685,1,1,7,0,0,0,0,0,0,0,0,1,0
350-9228,0,0,0,0,0,0,0,0,0,0,0,0,0
407-5774,0,0,0,0,0,0,0,0,0,0,0,0,0
413-4039,2,1,21,0,0,0,0,0,0,0,0,1,0
343-2077,1,1,13,0,0,1,0,0,0,0,0,0,0
336-5661,0,0,0,0,0,0,0,0,0,0,0,0,0
355-4143,1,1,7,0,0,0,0,0,0,0,0,0,1
366-5918,1,1,3,0,0,1,0,0,0,0,0,0,0
368-7555,1,1,12,1,0,0,0,0,0,0,0,0,0
408-2119,1,1,17,0,0,0,0,1,0,0,0,0,0
329-2789,4,1,33,0,0,0,0,0,0,0,0,0,1
334-1508,0,0,0,0,0,0,0,0,0,0,0,0,0
337-1506,2,0,0,0,0,0,0,0,0,0,0,0,0
396-8400,1,1,5,1,0,0,0,0,0,0,0,0,0
349-2654,2,1,13,0,0,0,0,0,0,0,0,0,1
417-2716,0,0,0,0,0,0,0,0,0,0,0,0,0
402-1725,2,0,0,0,0,0,0,0,0,0,0,0,0
403-3229,0,0,0,0,0,0,0,0,0,0,0,0,0
353-6056,1,1,18,0,0,0,0,0,1,0,0,0,0
399-9802,4,3,52,1,0,0,0,0,1,0,0,0,1
366-7069,2,1,27,0,0,0,0,0,0,0,1,0,0
332-5949,2,2,37,0,0,2,0,0,0,0,0,0,0
393-6376,1,1,16,0,0,0,0,0,0,0,0,0,1
354-7025,1,1,5,0,0,0,0,0,0,0,0,0,1
351-6585,1,1,21,0,0,0,0,0,0,1,0,0,0
330-5462,1,1,22,0,0,0,0,0,0,0,0,0,1
407-2292,4,2,71,0,0,0,1,1,0,0,0,0,0
340-3011,3,1,33,0,0,0,0,0,0,1,0,0,0
345-9153,2,1,21,0,1,0,0,0,0,0,0,0,0
379-5503,2,1,22,0,0,0,0,0,0,0,1,0,0
389-6790,0,0,0,0,0,0,0,0,0,0,0,0,0
408-3610,2,0,0,0,0,0,0,0,0,0,0,0,0
375-8238,0,0,0,0,0,0,0,0,0,0,0,0,0
378-5633,3,1,23,0,0,0,1,0,0,0,0,0,0
389-9120,2,2,16,0,0,0,0,0,1,0,0,0,1
380-2758,3,1,18,0,0,0,0,1,0,0,0,0,0
402-2728,0,0,0,0,0,0,0,0,0,0,0,0,0
354-9062,3,1,8,0,0,1,0,0,0,0,0,0,0
417-2054,1,1,3,0,0,0,0,1,0,0,0,0,0
353-1941,1,1,20,0,0,0,0,0,0,1,0,0,0
328-1522,0,0,0,0,0,0,0,0,0,0,0,0,0
408-4529,2,1,28,0,1,0,0,0,0,0,0,0,0
417-5320,0,0,0,0,0,0,0,0,0,0,0,0,0
370-9755,1,1,15,0,0,0,0,1,0,0,0,0,0
372-4835,0,0,0,0,0,0,0,0,0,0,0,0,0
334-6605,1,1,15,0,0,0,1,0,0,0,0,0,0
399-5564,3,1,35,0,0,0,0,0,0,0,0,1,0
392-2887,1,1,15,0,0,1,0,0,0,0,0,0,0
328-2110,0,0,0,0,0,0,0,0,0,0,0,0,0
383-5976,6,4,118,0,0,1,0,0,1,0,2,0,0
332-6181,0,0,0,0,0,0,0,0,0,0,0,0,0
330-5255,0,0,0,0,0,0,0,0,0,0,0,0,0
413-5190,4,3,99,1,0,0,0,0,0,0,0,0,2
394-7447,4,2,54,0,0,1,0,0,0,0,1,0,0
353-7096,0,0,0,0,0,0,0,0,0,0,0,0,0
395-6002,3,1,35,0,0,0,1,0,0,0,0,0,0
372-9816,1,1,24,0,0,0,1,0,0,0,0,0,0
400-7253,1,1,17,0,0,0,0,0,0,0,1,0,0
344-7470,1,1,2,0,0,1,0,0,0,0,0,0,0
378-8572,1,1,13,0,0,0,0,0,0,0,1,0,0
345-9140,1,1,16,0,1,0,0,0,0,0,0,0,0
340-5460,1,1,3,1,0,0,0,0,0,0,0,0,0
369-8024,1,1,22,0,0,0,0,0,0,0,1,0,0
395-8595,3,1,34,0,0,0,0,0,1,0,0,0,0
359-4587,1,1,9,0,0,0,0,0,0,1,0,0,0
375-5439,0,0,0,0,0,0,0,0,0,0,0,0,0
361-3779,2,1,22,0,0,0,0,1,0,0,0,0,0
375-8934,1,1,2,0,0,0,0,1,0,0,0,0,0
395-4757,0,0,0,0,0,0,0,0,0,0,0,0,0
421-7205,3,3,55,1,0,1,0,0,0,0,0,0,1
379-8805,1,1,15,0,1,0,0,0,0,0,0,0,0
348-2150,0,0,0,0,0,0,0,0,0,0,0,0,0
417-9128,2,2,39,0,0,0,0,0,0,0,0,1,1
351-4226,0,0,0,0,0,0,0,0,0,0,0,0,0
330-6630,0,0,0,0,0,0,0,0,0,0,0,0,0
387-9137,2,1,18,0,0,1,0,0,0,0,0,0,0
372-3987,1,1,18,1,0,0,0,0,0,0,0,0,0
408-5183,2,1,9,0,0,0,0,0,0,0,0,1,0
412-9357,0,0,0,0,0,0,0,0,0,0,0,0,0
402-3599,1,1,24,0,0,1,0,0,0,0,0,0,0
379-5211,2,1,26,0,0,0,0,1,0,0,0,0,0
405-9217,2,1,6,0,0,0,0,1,0,0,0,0,0
340-9200,1,1,5,0,0,0,0,0,0,0,1,0,0
339-9026,2,1,29,0,1,0,0,0,0,0,0,0,0
343-4772,3,1,21,0,0,0,0,0,1,0,0,0,0
345-2108,0,0,0,0,0,0,0,0,0,0,0,0,0
401-4650,2,1,18,0,0,1,0,0,0,0,0,0,0
400-3945,2,0,0,0,0,0,0,0,0,0,0,0,0
338-3781,1,1,21,0,1,0,0,0,0,0,0,0,0
342-6316,0,0,0,0,0,0,0,0,0,0,0,0,0
336-5920,0,0,0,0,0,0,0,0,0,0,0,0,0
332-1060,1,1,15,0,1,0,0,0,0,0,0,0,0
418-3426,2,2,40,0,0,2,0,0,0,0,0,0,0
408-6326,1,1,22,0,0,1,0,0,0,0,0,0,0
334-6142,1,1,12,0,0,1,0,0,0,0,0,0,0
336-6128,2,1,17,1,0,0,0,0,0,0,0,0,0
406-6708,1,1,13,0,0,0,0,0,0,1,0,0,0
388-8670,0,0,0,0,0,0,0,0,0,0,0,0,0
363-5853,2,2,26,0,0,1,0,1,0,0,0,0,0
383-6544,1,1,18,0,0,0,0,0,0,0,1,0,0
378-2940,1,1,6,0,0,0,0,1,0,0,0,0,0
338-7683,2,1,27,0,0,0,0,0,0,0,1,0,0
329-2786,1,1,18,0,0,0,0,1,0,0,0,0,0
369-9465,1,1,3,0,0,0,0,0,0,0,0,0,1
337-3769,0,0,0,0,0,0,0,0,0,0,0,0,0
400-6257,2,1,5,0,0,0,0,0,0,1,0,0,0
411-6663,1,1,8,0,0,1,0,0,0,0,0,0,0
384-3101,1,1,24,0,0,0,0,0,0,0,1,0,0
339-5329,2,2,25,0,0,0,0,0,0,0,2,0,0
388-9944,2,1,18,0,0,0,0,0,1,0,0,0,0
403-1769,2,1,5,0,1,0,0,0,0,0,0,0,0
390-1612,3,1,19,0,1,0,0,0,0,0,0,0,0
421-7214,0,0,0,0,0,0,0,0,0,0,0,0,0
338-6962,5,4,123,1,0,0,0,1,0,0,1,1,0
333-9826,2,2,33,2,0,0,0,0,0,0,0,0,0
411-8549,4,0,0,0,0,0,0,0,0,0,0,0,0
381-9234,0,0,0,0,0,0,0,0,0,0,0,0,0
387-9855,0,0,0,0,0,0,0,0,0,0,0,0,0
371-6990,3,0,0,0,0,0,0,0,0,0,0,0,0
417-3046,4,1,10,0,0,0,0,0,1,0,0,0,0
385-7082,4,1,30,0,0,0,0,1,0,0,0,0,0
365-5886,0,0,0,0,0,0,0,0,0,0,0,0,0
373-5196,0,0,0,0,0,0,0,0,0,0,0,0,0
327-6194,0,0,0,0,0,0,0,0,0,0,0,0,0
381-4565,1,1,13,0,0,0,0,0,0,0,1,0,0
357-9832,2,2,41,0,0,0,0,0,1,0,0,1,0
396-4845,0,0,0,0,0,0,0,0,0,0,0,0,0
378-6772,1,1,5,0,0,1,0,0,0,0,0,0,0
353-4296,2,2,54,0,1,0,0,0,1,0,0,0,0
362-8331,1,1,2,0,0,0,0,0,0,0,0,0,1
362-4685,1,1,13,0,0,0,1,0,0,0,0,0,0
383-1431,0,0,0,0,0,0,0,0,0,0,0,0,0
332-2258,1,1,17,0,1,0,0,0,0,0,0,0,0
375-8304,0,0,0,0,0,0,0,0,0,0,0,0,0
340-5580,1,1,5,0,0,0,0,0,1,0,0,0,0
362-1490,1,1,1,0,0,0,0,0,0,0,0,0,1
336-4281,1,1,2,0,1,0,0,0,0,0,0,0,0
361-1315,1,1,24,0,0,1,0,0,0,0,0,0,0
342-5906,1,1,2,0,0,0,0,0,0,0,0,0,1
405-7904,2,1,25,0,1,0,0,0,0,0,0,0,0
349-4762,0,0,0,0,0,0,0,0,0,0,0,0,0
385-3263,0,0,0,0,0,0,0,0,0,0,0,0,0
405-9496,1,1,14,0,0,0,0,0,0,0,0,1,0
396-6775,0,0,0,0,0,0,0,0,0,0,0,0,0
393-6475,1,1,20,0,0,0,0,0,0,0,0,0,1
379-7779,1,1,9,0,0,0,0,0,0,0,0,1,0
408-8650,1,1,1,0,0,1,0,0,0,0,0,0,0
400-3497,1,1,22,0,1,0,0,0,0,0,0,0,0
407-9244,1,1,2,0,0,0,0,0,1,0,0,0,0
406-8809,2,1,27,1,0,0,0,0,0,0,0,0,0
358-1778,0,0,0,0,0,0,0,0,0,0,0,0,0
337-4339,1,1,9,0,0,1,0,0,0,0,0,0,0
344-7197,4,1,30,0,1,0,0,0,0,0,0,0,0
333-7631,0,0,0,0,0,0,0,0,0,0,0,0,0
372-6623,1,1,15,0,0,0,0,0,1,0,0,0,0
363-2602,0,0,0,0,0,0,0,0,0,0,0,0,0
387-7757,1,1,18,1,0,0,0,0,0,0,0,0,0
397-5381,3,2,31,0,0,1,0,0,0,0,0,1,0
406-4604,3,1,35,0,1,0,0,0,0,0,0,0,0
376-9513,3,2,55,0,0,1,0,0,0,0,0,0,1
360-1852,2,0,0,0,0,0,0,0,0,0,0,0,0
421-7270,3,1,26,0,0,1,0,0,0,0,0,0,0
371-9482,1,1,6,0,0,0,0,1,0,0,0,0,0
337-4101,0,0,0,0,0,0,0,0,0,0,0,0,0
420-2796,2,0,0,0,0,0,0,0,0,0,0,0,0
366-4225,0,0,0,0,0,0,0,0,0,0,0,0,0
398-4567,2,1,27,0,0,0,0,0,0,1,0,0,0
388-4571,1,1,21,0,0,0,1,0,0,0,0,0,0
360-8666,2,1,25,0,0,0,0,0,0,0,1,0,0
333-3704,0,0,0,0,0,0,0,0,0,0,0,0,0
383-2566,1,1,7,0,0,0,0,0,1,0,0,0,0
406-5584,1,1,5,0,1,0,0,0,0,0,0,0,0
344-4691,1,1,8,0,0,1,0,0,0,0,0,0,0
347-9737,1,1,22,0,0,0,0,0,0,0,0,1,0
333-7961,3,1,30,0,0,1,0,0,0,0,0,0,0
364-2439,1,1,3,0,0,0,0,0,0,0,0,0,1
411-8043,2,1,9,0,1,0,0,0,0,0,0,0,0
332-5084,4,3,65,0,0,0,0,0,1,1,0,1,0
413-4831,0,0,0,0,0,0,0,0,0,0,0,0,0
343-4806,4,1,17,0,0,0,0,0,0,0,0,0,1
401-8735,2,1,23,0,0,0,0,0,1,0,0,0,0
391-8626,3,1,10,0,0,0,0,1,0,0,0,0,0
327-5817,3,1,17,0,0,0,0,0,0,1,0,0,0
381-4712,3,3,48,0,0,0,1,0,1,0,0,0,1
335-3320,0,0,0,0,0,0,0,0,0,0,0,0,0
415-8780,2,0,0,0,0,0,0,0,0,0,0,0,0
362-1146,0,0,0,0,0,0,0,0,0,0,0,0,0
352-7413,0,0,0,0,0,0,0,0,0,0,0,0,0
387-6716,1,1,11,0,0,0,0,0,0,0,0,0,1
352-1127,1,1,5,0,0,0,0,0,0,0,0,0,1
368-1288,1,1,15,0,0,0,0,0,1,0,0,0,0
403-5279,3,1,22,0,0,0,0,1,0,0,0,0,0
397-9333,1,1,7,0,0,0,0,1,0,0,0,0,0
411-7353,3,1,19,0,0,0,1,0,0,0,0,0,0
383-2537,3,2,44,0,0,0,0,0,0,0,2,0,0
330-4419,1,1,2,0,0,0,0,0,0,0,1,0,0
390-7930,5,3,44,0,0,0,1,0,1,0,0,0,1
362-5111,1,1,8,0,0,0,1,0,0,0,0,0,0
358-6796,2,1,13,0,0,0,0,0,0,0,1,0,0
409-7494,1,1,10,0,0,0,0,0,0,0,0,1,0
400-1636,2,1,9,0,1,0,0,0,0,0,0,0,0
389-2747,2,2,25,0,1,1,0,0,0,0,0,0,0
415-2176,0,0,0,0,0,0,0,0,0,0,0,0,0
377-8067,2,1,14,0,0,0,0,0,0,0,0,0,1
362-7835,2,0,0,0,0,0,0,0,0,0,0,0,0
361-5225,1,1,12,0,0,0,0,0,1,0,0,0,0
333-3447,1,1,22,0,0,0,0,0,0,0,1,0,0
341-3044,1,1,9,0,0,0,0,0,1,0,0,0,0
350-7306,5,4,125,0,1,1,0,0,1,1,0,0,0
353-8849,1,1,11,0,0,0,0,0,1,0,0,0,0
402-3476,2,0,0,0,0,0,0,0,0,0,0,0,0
338-6018,1,1,6,0,1,0,0,0,0,0,0,0,0
409-3520,1,1,2,0,0,0,0,0,1,0,0,0,0
357-1085,1,1,14,0,0,0,0,0,1,0,0,0,0
353-3285,2,0,0,0,0,0,0,0,0,0,0,0,0
409-9885,1,1,1,0,0,0,0,0,0,0,0,1,0
388-7701,1,1,17,0,0,0,0,0,1,0,0,0,0
385-8184,6,4,90,0,2,0,0,0,1,1,0,0,0
345-2863,0,0,0,0,0,0,0,0,0,0,0,0,0
353-6300,2,1,18,0,0,0,0,0,0,0,0,0,1
389-5649,0,0,0,0,0,0,0,0,0,0,0,0,0
378-8137,1,1,9,1,0,0,0,0,0,0,0,0,0
340-4627,0,0,0,0,0,0,0,0,0,0,0,0,0
352-6833,3,3,56,0,0,0,1,2,0,0,0,0,0
420-2000,2,1,24,0,0,0,0,0,0,0,0,0,1
368-5437,5,3,72,0,1,1,0,0,1,0,0,0,0
418-8170,0,0,0,0,0,0,0,0,0,0,0,0,0
403-9417,1,1,11,1,0,0,0,0,0,0,0,0,0
330-6165,1,1,6,0,0,0,0,0,0,0,0,1,0
412-4185,1,1,8,1,0,0,0,0,0,0,0,0,0
409-4734,4,2,53,0,0,1,0,0,0,0,0,0,1
348-9828,1,1,13,1,0,0,0,0,0,0,0,0,0
418-8850,1,1,2,0,1,0,0,0,0,0,0,0,0
330-8351,1,1,23,0,0,0,0,0,0,0,0,1,0
347-7773,0,0,0,0,0,0,0,0,0,0,0,0,0
392-6841,0,0,0,0,0,0,0,0,0,0,0,0,0
354-2189,3,1,17,0,1,0,0,0,0,0,0,0,0
349-9060,0,0,0,0,0,0,0,0,0,0,0,0,0
334-1311,1,1,17,0,0,0,0,0,0,0,1,0,0
415-3120,2,2,25,0,1,0,0,0,0,0,0,1,0
387-5891,0,0,0,0,0,0,0,0,0,0,0,0,0
368-8026,3,0,0,0,0,0,0,0,0,0,0,0,0
332-9446,1,1,15,0,0,0,0,0,0,1,0,0,0
393-5284,1,1,3,0,1,0,0,0,0,0,0,0,0
376-1677,1,1,16,0,0,0,0,0,0,0,0,1,0
392-2268,0,0,0,0,0,0,0,0,0,0,0,0,0
396-4311,1,1,10,0,0,0,0,0,0,1,0,0,0
363-4005,2,1,9,0,0,0,0,0,0,1,0,0,0
344-9966,1,1,14,0,0,0,0,1,0,0,0,0,0
337-7377,1,1,22,0,0,0,0,0,0,1,0,0,0
373-7037,0,0,0,0,0,0,0,0,0,0,0,0,0
356-7580,4,1,17,0,0,0,0,0,1,0,0,0,0
390-3401,3,2,23,0,0,0,1,1,0,0,0,0,0
350-9313,3,1,30,0,0,0,0,0,0,0,0,0,1
420-9009,1,1,6,0,0,0,0,0,0,0,0,0,1
415-2641,0,0,0,0,0,0,0,0,0,0,0,0,0
392-4929,1,1,1,0,0,0,0,0,0,0,0,1,0
346-5068,3,2,54,0,0,0,0,0,0,1,1,0,0
389-2631,2,0,0,0,0,0,0,0,0,0,0,0,0
368-3808,2,0,0,0,0,0,0,0,0,0,0,0,0
406-8599,3,2,35,0,0,1,0,1,0,0,0,0,0
386-7456,0,0,0,0,0,0,0,0,0,0,0,0,0
357-4936,2,1,18,0,0,0,0,0,0,1,0,0,0
397-7411,1,1,10,0,0,0,0,0,0,0,0,1,0
353-6218,0,0,0,0,0,0,0,0,0,0,0,0,0
369-5942,0,0,0,0,0,0,0,0,0,0,0,0,0
416-8543,2,1,21,0,0,0,0,0,1,0,0,0,0
358-4576,4,1,11,0,0,0,0,0,0,0,1,0,0
352-5118,5,2,42,0,0,0,0,0,0,1,1,0,0
408-2621,1,1,7,1,0,0,0,0,0,0,0,0,0
353-3994,1,1,15,0,1,0,0,0,0,0,0,0,0
367-4277,1,1,8,1,0,0,0,0,0,0,0,0,0
354-3237,4,1,37,0,0,0,0,0,0,0,0,1,0
394-8504,2,1,18,0,0,0,0,0,0,1,0,0,0
370-4139,1,1,2,0,0,0,0,0,0,1,0,0,0
382-6135,1,1,20,1,0,0,0,0,0,0,0,0,0
359-5718,2,2,39,0,0,0,1,0,0,0,0,0,1
385-3111,0,0,0,0,0,0,0,0,0,0,0,0,0
353-4880,1,1,7,0,0,1,0,0,0,0,0,0,0
343-7019,1,1,8,0,0,0,0,0,0,0,0,0,1
419-6133,1,1,21,0,0,0,0,0,0,0,1,0,0
350-7344,0,0,0,0,0,0,0,0,0,0,0,0,0
397-6064,2,1,9,0,0,0,0,0,0,1,0,0,0
363-6896,3,1,8,0,0,0,1,0,0,0,0,0,0
416-9021,0,0,0,0,0,0,0,0,0,0,0,0,0
408-3269,1,1,5,0,0,0,0,0,1,0,0,0,0
408-9463,1,1,2,0,0,0,1,0,0,0,0,0,0
340-7062,1,1,6,1,0,0,0,0,0,0,0,0,0
417-4309,1,1,7,0,0,1,0,0,0,0,0,0,0
421-2659,2,1,5,0,0,0,0,0,0,0,0,1,0
383-2017,1,1,3,0,1,0,0,0,0,0,0,0,0
411-6294,3,0,0,0,0,0,0,0,0,0,0,0,0
332-9525,4,2,62,1,0,0,0,0,1,0,0,0,0
401-5012,3,1,11,0,0,0,1,0,0,0,0,0,0
368-8835,1,1,1,0,0,0,0,0,0,0,0,0,1
351-1382,2,0,0,0,0,0,0,0,0,0,0,0,0
359-7694,2,1,5,0,0,0,0,1,0,0,0,0,0
419-5505,3,1,26,0,0,1,0,0,0,0,0,0,0
341-4570,1,1,22,0,0,0,0,0,0,0,1,0,0
366-6991,1,1,24,0,0,0,0,1,0,0,0,0,0
377-7399,1,1,6,0,0,0,0,0,0,0,0,0,1
377-9092,2,1,17,1,0,0,0,0,0,0,0,0,0
373-6681,0,0,0,0,0,0,0,0,0,0,0,0,0
417-7736,1,1,12,0,0,0,0,0,0,0,1,0,0
393-2812,2,0,0,0,0,0,0,0,0,0,0,0,0
398-3176,1,1,5,0,0,0,1,0,0,0,0,0,0
334-8694,0,0,0,0,0,0,0,0,0,0,0,0,0
369-5449,0,0,0,0,0,0,0,0,0,0,0,0,0
380-5246,0,0,0,0,0,0,0,0,0,0,0,0,0
390-3873,2,1,30,0,0,0,0,1,0,0,0,0,0
354-4568,4,1,11,0,0,0,1,0,0,0,0,0,0
339-6968,0,0,0,0,0,0,0,0,0,0,0,0,0
379-5933,3,2,57,0,0,0,0,1,1,0,0,0,0
365-5682,3,1,12,0,0,0,1,0,0,0,0,0,0
382-8518,2,2,45,0,0,0,0,0,0,0,2,0,0
356-8449,4,2,49,0,0,0,0,0,0,0,2,0,0
333-3460,5,3,69,0,0,1,1,0,0,1,0,0,0
375-8596,3,1,19,0,0,1,0,0,0,0,0,0,0
384-5907,1,1,5,0,0,0,0,0,0,0,1,0,0
373-2903,1,1,5,0,0,0,0,0,0,0,0,0,1
361-7702,2,1,16,0,0,0,0,0,0,0,0,1,0
388-5850,5,2,33,0,0,1,0,0,0,1,0,0,0
405-6298,1,1,7,0,0,0,0,0,1,0,0,0,0
368-2074,0,0,0,0,0,0,0,0,0,0,0,0,0
328-5050,2,0,0,0,0,0,0,0,0,0,0,0,0
395-5783,1,1,21,0,0,1,0,0,0,0,0,0,0
420-7301,3,2,44,0,0,1,0,0,0,0,1,0,0
328-2478,2,2,39,0,0,0,0,0,0,0,0,2,0
381-2460,4,0,0,0,0,0,0,0,0,0,0,0,0
390-9811,2,1,18,0,0,0,0,0,0,1,0,0,0
373-5670,0,0,0,0,0,0,0,0,0,0,0,0,0
351-7016,2,0,0,0,0,0,0,0,0,0,0,0,0
394-9934,1,1,9,0,0,0,0,0,0,0,0,1,0
422-8268,2,1,6,0,0,0,0,1,0,0,0,0,0
373-7690,2,0,0,0,0,0,0,0,0,0,0,0,0
366-9781,3,2,20,0,0,1,1,0,0,0,0,0,0
404-5427,3,1,31,1,0,0,0,0,0,0,0,0,0
389-9783,4,2,61,0,0,0,0,1,0,0,1,0,0
351-7005,1,1,6,0,0,1,0,0,0,0,0,0,0
348-2009,1,1,18,0,0,0,0,0,0,1,0,0,0
340-4236,1,1,18,0,0,0,0,0,1,0,0,0,0
348-1528,0,0,0,0,0,0,0,0,0,0,0,0,0
365-5039,1,1,4,0,0,0,1,0,0,0,0,0,0
411-1810,0,0,0,0,0,0,0,0,0,0,0,0,0
364-7644,4,3,72,0,0,0,0,1,0,1,0,1,0
335-9066,0,0,0,0,0,0,0,0,0,0,0,0,0
362-7581,1,1,16,0,0,0,0,0,0,0,0,0,1
346-1095,4,2,66,0,0,0,0,0,1,0,0,1,0
357-9136,6,1,32,0,0,0,0,0,0,1,0,0,0
390-7863,0,0,0,0,0,0,0,0,0,0,0,0,0
344-2416,2,1,22,0,1,0,0,0,0,0,0,0,0
373-1448,1,1,7,0,0,0,0,0,0,0,0,0,1
360-7076,1,1,12,1,0,0,0,0,0,0,0,0,0
413-2241,0,0,0,0,0,0,0,0,0,0,0,0,0
343-3961,2,1,15,0,0,0,0,0,1,0,0,0,0
375-4107,0,0,0,0,0,0,0,0,0,0,0,0,0
414-7410,0,0,0,0,0,0,0,0,0,0,0,0,0
351-2535,4,0,0,0,0,0,0,0,0,0,0,0,0
416-9615,2,1,22,0,0,0,0,0,0,0,0,1,0
377-1293,5,1,30,0,0,0,0,0,0,0,0,0,1
388-6479,4,2,41,2,0,0,0,0,0,0,0,0,0
390-2755,1,1,6,0,0,0,0,0,0,0,1,0,0
340-5930,2,2,38,0,0,0,0,1,0,0,0,0,1
401-3622,1,1,21,0,1,0,0,0,0,0,0,0,0
382-1104,0,0,0,0,0,0,0,0,0,0,0,0,0
355-9324,0,0,0,0,0,0,0,0,0,0,0,0,0
393-4843,1,1,17,0,0,1,0,0,0,0,0,0,0
401-4052,0,0,0,0,0,0,0,0,0,0,0,0,0
385-1830,1,1,3,0,0,0,1,0,0,0,0,0,0
348-7409,1,1,9,0,0,0,1,0,0,0,0,0,0
361-4910,0,0,0,0,0,0,0,0,0,0,0,0,0
415-6578,2,1,6,0,0,0,1,0,0,0,0,0,0
395-5015,2,1,17,0,0,0,0,0,0,1,0,0,0
369-6012,1,1,5,0,0,0,0,1,0,0,0,0,0
394-4520,2,1,14,0,0,0,0,0,0,0,1,0,0
380-5873,3,2,44,1,0,0,0,0,0,0,1,0,0
372-5384,3,2,61,1,0,1,0,0,0,0,0,0,0
419-1863,1,1,4,1,0,0,0,0,0,0,0,0,0
352-5697,1,1,5,0,0,0,0,1,0,0,0,0,0
373-4274,3,2,42,0,0,0,0,1,0,0,0,0,1
382-4024,2,1,30,0,0,0,0,0,0,0,0,1,0
395-9215,3,1,19,0,0,0,0,0,0,1,0,0,0
331-9149,3,2,44,0,1,1,0,0,0,0,0,0,0
347-3958,0,0,0,0,0,0,0,0,0,0,0,0,0
389-2540,2,1,15,0,0,0,0,0,0,0,0,0,1
399-3083,1,1,18,0,0,0,0,0,1,0,0,0,0
420-8308,1,1,11,0,0,0,0,0,0,1,0,0,0
384-7724,1,1,6,1,0,0,0,0,0,0,0,0,0
389-2114,2,0,0,0,0,0,0,0,0,0,0,0,0
335-4414,3,0,0,0,0,0,0,0,0,0,0,0,0
370-5361,2,0,0,0,0,0,0,0,0,0,0,0,0
374-5965,2,2,26,0,0,0,0,0,0,0,1,1,0
420-6414,2,0,0,0,0,0,0,0,0,0,0,0,0
392-2708,2,1,24,0,0,1,0,0,0,0,0,0,0
352-7234,3,2,44,1,0,0,0,0,1,0,0,0,0
337-9878,2,2,42,0,1,0,0,0,0,0,0,0,1
350-7288,1,1,20,0,0,0,0,0,0,1,0,0,0
415-8448,2,0,0,0,0,0,0,0,0,0,0,0,0
392-6331,0,0,0,0,0,0,0,0,0,0,0,0,0
392-3315,2,2,53,0,0,0,0,0,1,0,1,0,0
382-5401,6,3,86,1,0,0,1,0,0,1,0,0,0
389-7012,2,2,34,1,0,1,0,0,0,0,0,0,0
411-4714,2,1,17,0,0,0,0,0,1,0,0,0,0
343-3846,1,1,14,0,0,0,0,1,0,0,0,0,0
370-4395,2,1,17,0,0,1,0,0,0,0,0,0,0
422-4394,2,0,0,0,0,0,0,0,0,0,0,0,0
405-1780,3,0,0,0,0,0,0,0,0,0,0,0,0
393-2220,3,3,48,0,0,0,0,0,1,0,0,1,1
355-8299,1,1,5,0,0,0,0,0,0,0,0,0,1
