churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date
FALSE,ID,92,415,417-4063,644,35,Male,Retire,12/9/2016,12/9/2018
FALSE,NV,96,408,375-6911,672,56,Male,Senior Professional,15/08/2016,15/08/2018
FALSE,OH,146,415,358-3604,1022,43,Female,Sr Managers,31/08/2015,30/08/2017
FALSE,ID,138,415,339-7485,966,72,Male,Retire,26/10/2015,25/10/2017
FALSE,SC,102,408,368-3078,714,32,Female,student,4/7/2016,4/7/2018
TRUE,MO,76,510,418-7055,532,22,Female,student,2/1/2017,2/1/2019
FALSE,NE,99,415,386-9981,693,19,Male,student,25/07/2016,25/07/2018
FALSE,NC,83,510,366-2541,581,55,Male,Senior Professional,14/11/2016,14/11/2018
FALSE,ME,36,510,335-3110,252,72,Male,Retire,9/10/2017,9/10/2019
FALSE,MI,70,510,400-7809,490,63,Male,Retire,13/02/2017,13/02/2019
TRUE,AZ,109,415,404-3106,763,42,Female,Sr Managers,16/05/2016,16/05/2018
FALSE,AZ,100,415,333-2337,700,35,Female,student,18/07/2016,18/07/2018
FALSE,HI,104,408,353-6482,728,49,Female,Middle Management,20/06/2016,20/06/2018
FALSE,NJ,106,415,397-8162,742,71,Female,Retire,6/6/2016,6/6/2018
FALSE,MS,84,510,380-6722,588,45,Male,Middle Management,7/11/2016,7/11/2018
FALSE,MA,80,510,329-2918,560,23,Male,student,5/12/2016,5/12/2018
FALSE,SC,100,510,348-8022,700,29,Male,Middle Management,18/07/2016,18/07/2018
FALSE,MN,99,408,388-4459,693,26,Male,Senior Professional,25/07/2016,25/07/2018
FALSE,WV,50,510,358-3114,350,60,Female,Retire,3/7/2017,3/7/2019
FALSE,MS,105,415,343-9654,735,54,Male,Senior Professional,13/06/2016,13/06/2018
FALSE,VA,113,415,401-9909,791,75,Male,Retire,18/04/2016,18/04/2018
FALSE,MS,111,415,404-9978,777,59,Female,Senior Professional,2/5/2016,2/5/2018
FALSE,NM,161,408,397-8011,1127,32,Female,Senior Professional,18/05/2015,17/05/2017
TRUE,TX,70,415,341-8719,490,41,Male,Sr Managers,13/02/2017,13/02/2019
FALSE,HI,97,415,408-1242,679,74,Male,Retire,8/8/2016,8/8/2018
FALSE,WA,130,510,406-7726,910,61,Male,Retire,21/12/2015,20/12/2017
FALSE,WI,92,415,351-2773,644,37,Male,student,12/9/2016,12/9/2018
FALSE,CO,119,408,368-6174,833,57,Male,Senior Professional,7/3/2016,7/3/2018
TRUE,NV,115,415,334-5029,805,65,Female,Retire,4/4/2016,4/4/2018
FALSE,RI,134,415,413-1789,938,34,Female,Senior Professional,23/11/2015,22/11/2017
FALSE,VA,127,408,414-1246,889,31,Female,student,11/1/2016,10/1/2018
TRUE,NJ,80,415,330-4978,560,64,Male,Retire,5/12/2016,5/12/2018
FALSE,ND,153,415,386-1631,1071,66,Male,Retire,13/07/2015,12/7/2017
FALSE,MN,85,415,363-1208,595,43,Female,Sr Managers,31/10/2016,31/10/2018
FALSE,HI,79,415,334-5263,553,32,Female,Senior Professional,12/12/2016,12/12/2018
FALSE,ND,35,415,361-4137,245,24,Male,Middle Management,16/10/2017,16/10/2019
FALSE,WI,120,408,374-8187,840,32,Male,student,29/02/2016,28/02/2018
FALSE,MN,68,510,370-1525,476,60,Female,Retire,27/02/2017,27/02/2019
TRUE,DC,60,408,355-3801,420,52,Female,Senior Professional,24/04/2017,24/04/2019
FALSE,KS,120,510,392-5605,840,66,Female,Retire,29/02/2016,28/02/2018
FALSE,MT,71,510,363-1366,497,36,Male,Sr Managers,6/2/2017,6/2/2019
FALSE,WV,124,415,358-5274,868,60,Male,Retire,1/2/2016,31/01/2018
TRUE,ME,23,510,376-9607,161,33,Female,Sr Managers,8/1/2018,8/1/2020
FALSE,WY,225,415,374-1213,1575,61,Female,Retire,24/02/2014,24/02/2016
TRUE,NY,181,415,421-8537,1267,52,Female,Senior Professional,29/12/2014,28/12/2016
FALSE,VT,63,415,351-5576,441,67,Male,Retire,3/4/2017,3/4/2019
TRUE,NC,54,415,407-7258,378,37,Female,Middle Management,5/6/2017,5/6/2019
FALSE,MO,80,408,405-4420,560,22,Male,student,5/12/2016,5/12/2018
FALSE,NC,118,408,340-2855,826,53,Female,Senior Professional,14/03/2016,14/03/2018
FALSE,NJ,42,408,342-8002,294,23,Female,student,28/08/2017,28/08/2019
FALSE,OH,134,408,355-6826,938,56,Male,Senior Professional,23/11/2015,22/11/2017
FALSE,TX,66,415,402-3886,462,24,Male,Senior Professional,13/03/2017,13/03/2019
FALSE,WA,66,415,336-5900,462,33,Female,student,13/03/2017,13/03/2019
FALSE,TN,127,415,339-7684,889,27,Female,student,11/1/2016,10/1/2018
FALSE,HI,146,510,390-2433,1022,60,Female,Retire,31/08/2015,30/08/2017
FALSE,WY,93,408,360-7246,651,55,Male,Senior Professional,5/9/2016,5/9/2018
TRUE,CT,77,415,335-6508,539,61,Female,Retire,26/12/2016,26/12/2018
TRUE,NM,111,415,348-6720,777,59,Male,Senior Professional,2/5/2016,2/5/2018
FALSE,NJ,125,415,406-6400,875,54,Male,Senior Professional,25/01/2016,24/01/2018
FALSE,AL,115,510,390-7370,805,52,Female,Senior Professional,4/4/2016,4/4/2018
TRUE,MN,115,510,390-5055,805,46,Female,Middle Management,4/4/2016,4/4/2018
FALSE,NC,114,408,405-7542,798,57,Male,Senior Professional,11/4/2016,11/4/2018
FALSE,OH,106,415,364-4927,742,71,Male,Retire,6/6/2016,6/6/2018
FALSE,ND,118,415,329-3458,826,20,Female,student,14/03/2016,14/03/2018
FALSE,CO,59,510,331-3842,413,75,Female,Retire,1/5/2017,1/5/2019
FALSE,ND,87,415,343-4147,609,32,Female,student,17/10/2016,17/10/2018
FALSE,NY,21,415,335-2274,147,23,Male,student,22/01/2018,22/01/2020
FALSE,WI,142,408,343-3227,994,59,Female,Senior Professional,28/09/2015,27/09/2017
FALSE,WY,62,415,336-6907,434,20,Female,student,10/4/2017,10/4/2019
TRUE,OR,149,415,331-1391,1043,41,Male,Sr Managers,10/8/2015,9/8/2017
FALSE,CO,54,510,360-1643,378,34,Male,student,5/6/2017,5/6/2019
FALSE,LA,112,510,410-2518,784,63,Male,Retire,25/04/2016,25/04/2018
FALSE,AL,68,510,344-4970,476,25,Male,Senior Professional,27/02/2017,27/02/2019
FALSE,TX,201,415,408-1486,1407,33,Male,Middle Management,11/8/2014,10/8/2016
FALSE,PA,88,510,396-1648,616,63,Male,Retire,10/10/2016,10/10/2018
FALSE,IL,85,415,391-2022,595,21,Male,student,31/10/2016,31/10/2018
TRUE,DE,51,415,420-6465,357,42,Male,Sr Managers,26/06/2017,26/06/2019
FALSE,MO,45,510,398-2628,315,72,Male,Retire,7/8/2017,7/8/2019
FALSE,AR,116,510,409-5519,812,31,Female,student,28/03/2016,28/03/2018
FALSE,OH,146,408,391-8554,1022,40,Male,Sr Managers,31/08/2015,30/08/2017
FALSE,WI,63,510,395-1693,441,56,Male,Senior Professional,3/4/2017,3/4/2019
FALSE,GA,133,510,393-3194,931,24,Male,student,30/11/2015,29/11/2017
FALSE,KY,125,408,328-3402,875,30,Male,Senior Professional,25/01/2016,24/01/2018
FALSE,OH,72,510,411-4781,504,30,Male,Senior Professional,30/01/2017,30/01/2019
FALSE,TN,130,408,401-2581,910,40,Male,Sr Managers,21/12/2015,20/12/2017
FALSE,SD,97,415,385-1214,679,75,Male,Retire,8/8/2016,8/8/2018
TRUE,NY,54,415,348-6853,378,45,Male,Middle Management,5/6/2017,5/6/2019
FALSE,GA,160,415,341-8412,1120,38,Female,student,25/05/2015,24/05/2017
FALSE,TX,79,415,330-8142,553,31,Male,Sr Managers,12/12/2016,12/12/2018
FALSE,WV,92,415,361-1404,644,54,Female,Senior Professional,12/9/2016,12/9/2018
FALSE,MI,59,415,375-9671,413,61,Female,Retire,1/5/2017,1/5/2019
FALSE,ND,132,510,372-1824,924,34,Female,Middle Management,7/12/2015,6/12/2017
FALSE,NE,21,510,408-3606,147,60,Female,Retire,22/01/2018,22/01/2020
FALSE,SD,93,415,333-3595,651,46,Male,Middle Management,5/9/2016,5/9/2018
FALSE,NJ,147,415,379-7009,1029,51,Female,Middle Management,24/08/2015,23/08/2017
FALSE,AK,101,510,411-4940,707,72,Male,Retire,11/7/2016,11/7/2018
TRUE,CT,125,415,409-7523,875,59,Male,Senior Professional,25/01/2016,24/01/2018
FALSE,CO,63,415,408-6725,441,31,Male,Sr Managers,3/4/2017,3/4/2019
FALSE,MD,107,415,350-2384,749,18,Female,student,30/05/2016,30/05/2018
FALSE,ND,110,408,348-1706,770,28,Female,student,9/5/2016,9/5/2018
FALSE,NH,83,415,415-6145,581,47,Male,Middle Management,14/11/2016,14/11/2018
FALSE,MN,117,408,373-3731,819,72,Female,Retire,21/03/2016,21/03/2018
FALSE,KY,124,415,341-3349,868,47,Female,Middle Management,1/2/2016,31/01/2018
FALSE,NH,115,510,399-8859,805,75,Male,Retire,4/4/2016,4/4/2018
FALSE,CO,156,408,377-4518,1092,73,Male,Retire,22/06/2015,21/06/2017
FALSE,KY,89,408,341-1594,623,37,Male,student,3/10/2016,3/10/2018
FALSE,KY,72,415,418-8770,504,20,Male,student,30/01/2017,30/01/2019
FALSE,IN,101,415,332-9118,707,51,Male,Middle Management,11/7/2016,11/7/2018
FALSE,OR,53,415,386-1418,371,55,Male,Senior Professional,12/6/2017,12/6/2019
FALSE,SD,116,408,393-3535,812,52,Male,Senior Professional,28/03/2016,28/03/2018
FALSE,DE,78,408,328-9006,546,33,Male,Sr Managers,19/12/2016,19/12/2018
FALSE,OR,117,415,402-2482,819,46,Female,Middle Management,21/03/2016,21/03/2018
FALSE,NE,56,510,408-4865,392,69,Male,Retire,22/05/2017,22/05/2019
FALSE,OH,123,408,396-6247,861,65,Female,Retire,8/2/2016,7/2/2018
FALSE,OH,127,408,396-9462,889,57,Male,Senior Professional,11/1/2016,10/1/2018
FALSE,AR,116,415,396-9279,812,59,Female,Senior Professional,28/03/2016,28/03/2018
FALSE,KS,138,510,363-8715,966,27,Male,Senior Professional,26/10/2015,25/10/2017
FALSE,TX,120,415,356-1358,840,29,Female,student,29/02/2016,28/02/2018
FALSE,WI,102,408,360-7839,714,23,Male,student,4/7/2016,4/7/2018
FALSE,OR,95,415,364-8774,665,41,Female,Sr Managers,22/08/2016,22/08/2018
FALSE,VA,102,408,348-5038,714,24,Male,Retire,4/7/2016,4/7/2018
FALSE,AR,89,415,365-4728,623,66,Male,Retire,3/10/2016,3/10/2018
FALSE,CT,50,408,351-9037,350,29,Male,Middle Management,3/7/2017,3/7/2019
FALSE,OH,93,415,397-9184,651,39,Female,student,5/9/2016,5/9/2018
FALSE,WY,68,510,398-4538,476,33,Female,student,27/02/2017,27/02/2019
FALSE,IL,70,408,382-6827,490,33,Male,Middle Management,13/02/2017,13/02/2019
FALSE,MO,138,415,408-1340,966,20,Female,student,26/10/2015,25/10/2017
FALSE,DC,141,415,333-9511,987,36,Female,Sr Managers,5/10/2015,4/10/2017
FALSE,MA,112,415,358-7379,784,41,Male,Sr Managers,25/04/2016,25/04/2018
TRUE,NH,117,510,397-1766,819,48,Male,Middle Management,21/03/2016,21/03/2018
FALSE,IA,1,408,331-2144,7,39,Male,Senior Professional,11/6/2018,10/6/2020
FALSE,AL,70,415,345-7014,490,34,Male,student,13/02/2017,13/02/2019
FALSE,OR,87,510,395-1898,609,34,Female,Middle Management,17/10/2016,17/10/2018
FALSE,WV,52,510,373-8920,364,28,Female,Retire,19/06/2017,19/06/2019
TRUE,WA,97,408,373-8908,679,47,Male,Middle Management,8/8/2016,8/8/2018
FALSE,NV,105,408,415-1203,735,57,Male,Senior Professional,13/06/2016,13/06/2018
TRUE,SC,77,510,369-7017,539,54,Female,Senior Professional,26/12/2016,26/12/2018
TRUE,NC,80,415,420-8435,560,72,Female,Retire,5/12/2016,5/12/2018
FALSE,NH,120,510,395-2579,840,51,Female,Middle Management,29/02/2016,28/02/2018
FALSE,WY,54,408,405-7850,378,72,Female,Retire,5/6/2017,5/6/2019
FALSE,FL,148,510,394-7710,1036,50,Female,Middle Management,17/08/2015,16/08/2017
TRUE,PA,119,408,342-4122,833,19,Male,student,7/3/2016,7/3/2018
TRUE,NC,162,408,340-1876,1134,71,Female,Retire,11/5/2015,10/5/2017
TRUE,MO,85,510,383-6095,595,45,Male,Middle Management,31/10/2016,31/10/2018
FALSE,KS,101,510,413-1061,707,73,Male,Retire,11/7/2016,11/7/2018
FALSE,KY,172,415,343-5347,1204,19,Male,student,2/3/2015,1/3/2017
FALSE,DE,80,415,376-4861,560,64,Male,Retire,5/12/2016,5/12/2018
FALSE,WI,67,510,417-2265,469,41,Female,Sr Managers,6/3/2017,6/3/2019
FALSE,CO,86,408,419-7415,602,65,Male,Retire,24/10/2016,24/10/2018
TRUE,NM,107,415,407-2259,749,36,Male,Sr Managers,30/05/2016,30/05/2018
FALSE,DE,133,510,333-2906,931,44,Male,Sr Managers,30/11/2015,29/11/2017
FALSE,IL,116,510,360-7477,812,56,Female,Senior Professional,28/03/2016,28/03/2018
FALSE,WA,63,408,342-5243,441,24,Female,Senior Professional,3/4/2017,3/4/2019
TRUE,MA,119,408,417-3999,833,57,Male,Senior Professional,7/3/2016,7/3/2018
TRUE,OH,133,408,379-1720,931,31,Male,Senior Professional,30/11/2015,29/11/2017
FALSE,TN,94,408,368-3117,658,42,Male,Sr Managers,29/08/2016,29/08/2018
FALSE,MA,69,510,352-5000,483,64,Male,Retire,20/02/2017,20/02/2019
TRUE,MI,146,408,405-7676,1022,53,Male,Senior Professional,31/08/2015,30/08/2017
TRUE,TX,119,510,361-2349,833,59,Male,Senior Professional,7/3/2016,7/3/2018
FALSE,NH,142,408,383-2901,994,25,Male,student,28/09/2015,27/09/2017
FALSE,MD,123,408,369-7049,861,31,Male,Senior Professional,8/2/2016,7/2/2018
TRUE,MS,101,408,387-5533,707,64,Male,Retire,11/7/2016,11/7/2018
FALSE,AZ,43,415,362-3660,301,58,Male,Senior Professional,21/08/2017,21/08/2019
FALSE,IN,69,408,357-3577,483,64,Male,Retire,20/02/2017,20/02/2019
FALSE,NY,15,510,394-3312,105,35,Female,student,5/3/2018,4/3/2020
FALSE,WI,107,510,395-8330,749,35,Female,Sr Managers,30/05/2016,30/05/2018
FALSE,WV,67,510,373-8895,469,39,Female,Retire,6/3/2017,6/3/2019
FALSE,NY,99,415,386-4581,693,43,Male,Sr Managers,25/07/2016,25/07/2018
FALSE,OK,46,415,354-8191,322,55,Female,Senior Professional,31/07/2017,31/07/2019
FALSE,NC,55,408,359-7562,385,24,Male,Middle Management,29/05/2017,29/05/2019
TRUE,KY,39,415,359-4336,273,54,Male,Senior Professional,18/09/2017,18/09/2019
FALSE,TX,92,510,336-9901,644,48,Male,Middle Management,12/9/2016,12/9/2018
TRUE,CT,56,415,406-3069,392,31,Male,Middle Management,22/05/2017,22/05/2019
TRUE,NE,76,415,334-6519,532,41,Female,Sr Managers,2/1/2017,2/1/2019
FALSE,HI,132,408,361-8113,924,63,Male,Retire,7/12/2015,6/12/2017
FALSE,SC,140,510,347-9769,980,67,Male,Retire,12/10/2015,11/10/2017
FALSE,AK,51,510,352-9130,357,48,Male,Middle Management,26/06/2017,26/06/2019
FALSE,SD,27,408,378-4557,189,69,Female,Retire,11/12/2017,11/12/2019
FALSE,ID,224,510,360-8919,1568,42,Female,Sr Managers,3/3/2014,2/3/2016
TRUE,OK,105,510,405-4109,735,70,Female,Retire,13/06/2016,13/06/2018
FALSE,WA,117,408,381-2498,819,45,Male,Middle Management,21/03/2016,21/03/2018
TRUE,SD,91,415,357-5696,637,47,Female,Middle Management,19/09/2016,19/09/2018
FALSE,OH,135,415,412-2947,945,54,Male,Senior Professional,16/11/2015,15/11/2017
FALSE,VA,146,415,363-3571,1022,73,Female,Retire,31/08/2015,30/08/2017
TRUE,WI,147,415,405-5403,1029,57,Female,Senior Professional,24/08/2015,23/08/2017
TRUE,IN,68,510,330-9354,476,33,Male,Retire,27/02/2017,27/02/2019
FALSE,NM,68,408,396-7091,476,41,Male,Sr Managers,27/02/2017,27/02/2019
FALSE,HI,86,408,398-3004,602,28,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,KY,131,415,400-4020,917,68,Male,Retire,14/12/2015,13/12/2017
FALSE,OH,86,415,356-3448,602,19,Female,student,24/10/2016,24/10/2018
TRUE,VT,159,415,335-2019,1113,48,Male,Middle Management,1/6/2015,31/05/2017
FALSE,AZ,134,415,332-6633,938,63,Male,Retire,23/11/2015,22/11/2017
FALSE,VT,113,510,359-7648,791,29,Male,student,18/04/2016,18/04/2018
FALSE,MO,132,408,412-9190,924,60,Male,Retire,7/12/2015,6/12/2017
FALSE,AL,85,415,368-9007,595,32,Male,Senior Professional,31/10/2016,31/10/2018
TRUE,NJ,93,510,384-5632,651,57,Male,Senior Professional,5/9/2016,5/9/2018
TRUE,WA,174,408,352-6068,1218,20,Male,student,16/02/2015,15/02/2017
FALSE,NY,61,415,343-9645,427,54,Female,Senior Professional,17/04/2017,17/04/2019
FALSE,DC,91,415,384-7873,637,60,Female,Retire,19/09/2016,19/09/2018
FALSE,NE,88,408,396-2187,616,26,Male,student,10/10/2016,10/10/2018
FALSE,MA,88,408,383-5109,616,39,Female,Sr Managers,10/10/2016,10/10/2018
FALSE,VT,195,415,377-7843,1365,36,Male,student,22/09/2014,21/09/2016
FALSE,NM,182,415,382-7999,1274,69,Female,Retire,22/12/2014,21/12/2016
FALSE,CO,118,408,328-1222,826,20,Female,student,14/03/2016,14/03/2018
TRUE,NH,103,408,371-1727,721,38,Female,student,27/06/2016,27/06/2018
FALSE,IL,65,510,369-8871,455,59,Female,Senior Professional,20/03/2017,20/03/2019
FALSE,UT,61,408,335-9726,427,72,Male,Retire,17/04/2017,17/04/2019
FALSE,WV,172,415,357-3709,1204,35,Female,student,2/3/2015,1/3/2017
FALSE,NJ,72,415,422-9964,504,44,Female,Sr Managers,30/01/2017,30/01/2019
FALSE,NM,113,510,366-9211,791,46,Female,Middle Management,18/04/2016,18/04/2018
FALSE,ND,177,408,384-9033,1239,25,Male,Retire,26/01/2015,25/01/2017
TRUE,WA,100,408,382-4932,700,58,Female,Senior Professional,18/07/2016,18/07/2018
FALSE,NM,67,415,404-7518,469,53,Male,Senior Professional,6/3/2017,6/3/2019
FALSE,DE,136,415,353-1954,952,24,Female,Middle Management,9/11/2015,8/11/2017
FALSE,GA,71,415,391-7166,497,61,Female,Retire,6/2/2017,6/2/2019
FALSE,HI,134,408,370-9000,938,55,Male,Senior Professional,23/11/2015,22/11/2017
FALSE,CT,124,415,332-3642,868,70,Female,Retire,1/2/2016,31/01/2018
FALSE,NJ,84,415,412-3898,588,34,Female,Sr Managers,7/11/2016,7/11/2018
FALSE,ME,39,408,366-5640,273,24,Female,Senior Professional,18/09/2017,18/09/2019
FALSE,OK,110,510,356-2302,770,47,Male,Middle Management,9/5/2016,9/5/2018
FALSE,TN,102,510,345-9018,714,18,Female,student,4/7/2016,4/7/2018
FALSE,WY,70,415,365-6205,490,61,Female,Retire,13/02/2017,13/02/2019
FALSE,NY,142,415,337-1151,994,66,Female,Retire,28/09/2015,27/09/2017
FALSE,DE,81,510,374-4664,567,52,Male,Senior Professional,28/11/2016,28/11/2018
FALSE,RI,17,415,396-9656,119,25,Male,student,19/02/2018,19/02/2020
TRUE,PA,119,408,377-5043,833,67,Female,Retire,7/3/2016,7/3/2018
TRUE,HI,105,415,401-7359,735,54,Male,Senior Professional,13/06/2016,13/06/2018
TRUE,MD,108,415,375-2184,756,43,Female,Sr Managers,23/05/2016,23/05/2018
FALSE,VA,90,415,367-6005,630,58,Male,Senior Professional,26/09/2016,26/09/2018
FALSE,IN,100,415,364-2166,700,32,Female,Retire,18/07/2016,18/07/2018
FALSE,OR,155,408,414-4741,1085,66,Female,Retire,29/06/2015,28/06/2017
TRUE,AZ,113,510,403-9719,791,64,Female,Retire,18/04/2016,18/04/2018
FALSE,WI,123,415,371-8452,861,21,Female,student,8/2/2016,7/2/2018
FALSE,VA,145,408,392-6239,1015,32,Female,Middle Management,7/9/2015,6/9/2017
FALSE,MO,42,415,410-5250,294,71,Female,Retire,28/08/2017,28/08/2019
FALSE,NV,125,510,336-1574,875,41,Male,Sr Managers,25/01/2016,24/01/2018
FALSE,HI,131,415,406-8324,917,44,Male,Sr Managers,14/12/2015,13/12/2017
FALSE,WA,107,415,411-7110,749,45,Female,Middle Management,30/05/2016,30/05/2018
FALSE,IL,48,408,341-9907,336,68,Female,Retire,17/07/2017,17/07/2019
FALSE,IL,76,510,400-8952,532,71,Female,Retire,2/1/2017,2/1/2019
FALSE,LA,128,415,333-9266,896,45,Female,Middle Management,4/1/2016,3/1/2018
FALSE,WI,73,415,419-4894,511,20,Male,student,23/01/2017,23/01/2019
TRUE,TX,52,415,364-9904,364,25,Male,Senior Professional,19/06/2017,19/06/2019
FALSE,MI,126,415,394-3048,882,53,Female,Senior Professional,18/01/2016,17/01/2018
FALSE,NC,124,415,352-6265,868,47,Female,Middle Management,1/2/2016,31/01/2018
FALSE,WA,137,408,357-3187,959,72,Female,Retire,2/11/2015,1/11/2017
TRUE,ND,71,510,373-8483,497,29,Female,Retire,6/2/2017,6/2/2019
FALSE,NE,139,415,375-9930,973,40,Female,Sr Managers,19/10/2015,18/10/2017
FALSE,MS,107,510,352-6282,749,55,Male,Senior Professional,30/05/2016,30/05/2018
FALSE,KY,147,408,396-2945,1029,58,Female,Senior Professional,24/08/2015,23/08/2017
FALSE,RI,116,510,412-3527,812,33,Female,Retire,28/03/2016,28/03/2018
FALSE,NY,60,510,328-4231,420,26,Male,Senior Professional,24/04/2017,24/04/2019
FALSE,TX,38,510,413-9055,266,70,Male,Retire,25/09/2017,25/09/2019
FALSE,DE,63,408,363-8755,441,64,Female,Retire,3/4/2017,3/4/2019
FALSE,NM,94,415,388-8891,658,37,Female,Retire,29/08/2016,29/08/2018
FALSE,RI,131,415,360-1776,917,51,Female,Middle Management,14/12/2015,13/12/2017
FALSE,MS,158,510,411-3578,1106,68,Male,Retire,8/6/2015,7/6/2017
TRUE,NY,139,510,399-7268,973,55,Female,Senior Professional,19/10/2015,18/10/2017
FALSE,NE,77,415,350-1532,539,64,Female,Retire,26/12/2016,26/12/2018
FALSE,WI,140,415,359-2197,980,58,Female,Senior Professional,12/10/2015,11/10/2017
FALSE,KY,72,408,407-9290,504,45,Male,Middle Management,30/01/2017,30/01/2019
FALSE,SD,52,510,358-6672,364,58,Male,Senior Professional,19/06/2017,19/06/2019
FALSE,VA,103,510,393-4621,721,26,Female,student,27/06/2016,27/06/2018
FALSE,KS,74,415,336-7357,518,60,Female,Retire,16/01/2017,16/01/2019
FALSE,ND,124,415,351-1466,868,39,Male,Senior Professional,1/2/2016,31/01/2018
FALSE,CO,85,510,394-6668,595,63,Female,Retire,31/10/2016,31/10/2018
TRUE,KY,113,408,403-2673,791,65,Male,Retire,18/04/2016,18/04/2018
FALSE,WA,71,408,355-1735,497,22,Male,student,6/2/2017,6/2/2019
FALSE,NV,177,415,416-7679,1239,40,Female,Sr Managers,26/01/2015,25/01/2017
TRUE,SC,49,415,340-4972,343,61,Female,Retire,10/7/2017,10/7/2019
TRUE,RI,106,510,417-4826,742,67,Male,Retire,6/6/2016,6/6/2018
FALSE,ID,60,510,408-6676,420,22,Male,student,24/04/2017,24/04/2019
FALSE,KY,43,408,417-6683,301,25,Female,Retire,21/08/2017,21/08/2019
FALSE,ME,66,510,331-6270,462,22,Male,student,13/03/2017,13/03/2019
FALSE,SD,125,415,404-9754,875,54,Female,Senior Professional,25/01/2016,24/01/2018
FALSE,SC,114,510,364-9425,798,73,Female,Retire,11/4/2016,11/4/2018
TRUE,TN,112,415,339-6477,784,58,Male,Senior Professional,25/04/2016,25/04/2018
FALSE,MT,101,408,362-2787,707,41,Female,Sr Managers,11/7/2016,11/7/2018
FALSE,WI,70,415,405-9233,490,43,Male,Sr Managers,13/02/2017,13/02/2019
FALSE,AK,59,408,416-1845,413,33,Male,Middle Management,1/5/2017,1/5/2019
FALSE,AZ,59,408,385-9657,413,30,Female,Senior Professional,1/5/2017,1/5/2019
FALSE,MT,124,415,420-5652,868,47,Female,Middle Management,1/2/2016,31/01/2018
FALSE,DE,99,415,415-1141,693,66,Male,Retire,25/07/2016,25/07/2018
FALSE,VA,150,510,334-5634,1050,29,Male,Senior Professional,3/8/2015,2/8/2017
FALSE,MA,81,510,403-4200,567,72,Male,Retire,28/11/2016,28/11/2018
FALSE,IN,86,510,357-7893,602,23,Male,Sr Managers,24/10/2016,24/10/2018
FALSE,MD,84,510,369-2899,588,30,Male,Retire,7/11/2016,7/11/2018
FALSE,NV,118,510,381-1026,826,35,Male,Middle Management,14/03/2016,14/03/2018
FALSE,CO,89,415,388-8722,623,42,Male,Sr Managers,3/10/2016,3/10/2018
FALSE,KS,93,415,418-3135,651,28,Male,Sr Managers,5/9/2016,5/9/2018
FALSE,AR,85,415,380-3974,595,36,Female,Sr Managers,31/10/2016,31/10/2018
FALSE,WY,160,408,338-7232,1120,20,Male,student,25/05/2015,24/05/2017
FALSE,PA,28,415,334-5223,196,43,Male,Sr Managers,4/12/2017,4/12/2019
TRUE,TX,73,408,340-8323,511,63,Female,Retire,23/01/2017,23/01/2019
FALSE,NY,156,408,337-6851,1092,51,Male,Middle Management,22/06/2015,21/06/2017
FALSE,OR,33,415,344-5973,231,53,Male,Senior Professional,30/10/2017,30/10/2019
FALSE,CA,77,510,335-2261,539,55,Male,Senior Professional,26/12/2016,26/12/2018
FALSE,NY,119,415,343-1458,833,73,Male,Retire,7/3/2016,7/3/2018
FALSE,AR,91,510,415-4875,637,30,Male,Retire,19/09/2016,19/09/2018
FALSE,MI,102,510,381-2726,714,56,Female,Senior Professional,4/7/2016,4/7/2018
FALSE,OK,86,415,395-3852,602,46,Female,Middle Management,24/10/2016,24/10/2018
FALSE,TX,82,415,358-7914,574,72,Female,Retire,21/11/2016,21/11/2018
FALSE,NC,89,408,332-6958,623,63,Male,Retire,3/10/2016,3/10/2018
FALSE,ID,86,415,355-1019,602,55,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,IL,134,408,382-9447,938,28,Male,Retire,23/11/2015,22/11/2017
FALSE,OR,92,415,386-8536,644,69,Male,Retire,12/9/2016,12/9/2018
FALSE,SD,87,510,363-3818,609,48,Female,Middle Management,17/10/2016,17/10/2018
FALSE,NE,64,408,360-6416,448,39,Female,Middle Management,27/03/2017,27/03/2019
FALSE,RI,80,510,332-8764,560,70,Male,Retire,5/12/2016,5/12/2018
FALSE,MD,165,415,398-4814,1155,29,Male,student,20/04/2015,19/04/2017
FALSE,ID,153,415,410-5963,1071,69,Female,Retire,13/07/2015,12/7/2017
FALSE,ME,41,415,399-6642,287,33,Male,Middle Management,4/9/2017,4/9/2019
FALSE,SD,108,415,390-9986,756,54,Female,Senior Professional,23/05/2016,23/05/2018
FALSE,NY,104,415,391-1793,728,50,Male,Middle Management,20/06/2016,20/06/2018
FALSE,DE,115,408,352-5542,805,26,Female,Middle Management,4/4/2016,4/4/2018
FALSE,OK,87,415,386-8118,609,71,Female,Retire,17/10/2016,17/10/2018
FALSE,SC,159,415,394-9825,1113,49,Male,Middle Management,1/6/2015,31/05/2017
FALSE,IN,119,510,382-4952,833,54,Male,Senior Professional,7/3/2016,7/3/2018
FALSE,NV,69,415,387-2698,483,47,Female,Middle Management,20/02/2017,20/02/2019
FALSE,IL,87,408,417-1360,609,43,Female,Sr Managers,17/10/2016,17/10/2018
TRUE,SD,93,510,408-4836,651,18,Male,student,5/9/2016,5/9/2018
TRUE,OK,154,415,374-8329,1078,33,Female,Middle Management,6/7/2015,5/7/2017
