churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date,international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,total day charge,total eve charge,total night charge,total intl charge,ARPU,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction,signalstrength_4g,signalstrength_3g,Duration of good signal strength% ,Duration of bad Signal strength %
FALSE,SC,159,415,394-9825,1113,49,Male,Middle Management,1/6/2015,31/05/2017,no,yes,0.009,0.008,23,153.6,93,216.9,88,161.3,91,12.6,3,26.11,18.44,7.26,3.4,55.21,2,1,21,0,0,0,0,0,0,0,0,0,1,-87,-73,0.943,0.057
FALSE,IN,119,510,382-4952,833,54,Male,Senior Professional,7/3/2016,7/3/2018,no,no,0.013,0.008,0,154.5,129,193.6,87,180.9,145,13.4,3,26.27,16.46,8.14,3.62,54.49,2,2,55,0,0,0,0,1,0,0,0,1,0,-68,-65,0.996,0.004
FALSE,NV,69,415,387-2698,483,47,Female,Middle Management,20/02/2017,20/02/2019,no,no,0.007,0.01,0,153.7,109,194,105,256.1,114,14.1,6,26.13,16.49,11.52,3.81,57.95,1,1,21,0,0,0,0,0,1,0,0,0,0,-87,-83,0.941,0.059
FALSE,IL,87,408,417-1360,609,43,Female,Sr Managers,17/10/2016,17/10/2018,yes,yes,0.009,0.015,36,171.2,138,185.8,102,227.6,97,10.8,3,29.1,15.79,10.24,2.92,58.05,1,1,19,0,0,0,0,0,0,0,1,0,0,-87,-78,0.938,0.062
TRUE,SD,93,510,408-4836,651,18,Male,student,5/9/2016,5/9/2018,no,no,0.067,0.038,0,328.1,106,151.7,89,303.5,114,8.7,3,55.78,12.89,13.66,2.35,84.68,1,1,19,0,0,0,0,1,0,0,0,0,0,-113,-90,0.958,0.042
TRUE,OK,154,415,374-8329,1078,33,Female,Middle Management,6/7/2015,5/7/2017,yes,no,0.018,0.03,0,145.9,69,208.2,141,180.9,106,14.4,10,24.8,17.7,8.14,3.89,54.53,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-95,0.992,0.008
FALSE,KS,57,415,363-8424,399,62,Male,Retire,15/05/2017,15/05/2019,no,yes,0.019,0.012,37,201.2,76,280.1,122,154.2,110,11.8,1,34.2,23.81,6.94,3.19,68.14,1,1,11,0,0,0,0,1,0,0,0,0,0,-91,-76,0.948,0.052
FALSE,IA,130,510,408-8910,910,46,Male,Middle Management,21/12/2015,20/12/2017,no,no,0.014,0.012,0,139.1,72,246,112,207.2,121,11.4,9,23.65,20.91,9.32,3.08,56.96,5,2,42,0,0,0,1,1,0,0,0,0,0,-87,-77,0.929,0.071
FALSE,NJ,151,415,399-3840,1057,38,Female,Middle Management,27/07/2015,26/07/2017,no,no,0.019,0.011,0,118.9,128,278.3,65,194.8,61,13.2,10,20.21,23.66,8.77,3.56,56.2,2,2,35,0,0,0,0,1,1,0,0,0,0,-87,-77,0.923,0.077
TRUE,NJ,162,408,367-8692,1134,51,Male,Middle Management,11/5/2015,10/5/2017,no,no,0.061,0.019,0,217.6,87,279,71,250.7,65,10.4,4,36.99,23.72,11.28,2.81,74.8,2,1,29,0,0,0,0,0,0,1,0,0,0,-108,-88,0.828,0.172
FALSE,MT,60,415,387-4504,420,50,Female,Middle Management,24/04/2017,24/04/2019,no,no,0.017,0.016,0,145,133,209.1,92,328.5,112,14.6,2,24.65,17.77,14.78,3.94,61.14,1,1,3,0,0,0,1,0,0,0,0,0,0,-86,-73,0.961,0.039
FALSE,IA,81,510,328-2647,567,63,Female,Retire,28/11/2016,28/11/2018,no,no,0.012,0,0,203.5,89,289.6,69,212.9,71,8.7,3,34.6,24.62,9.58,2.35,71.15,3,1,15,0,0,1,0,0,0,0,0,0,0,-97,-82,0.982,0.018
FALSE,WA,132,415,369-7903,924,18,Female,student,7/12/2015,6/12/2017,no,no,0.005,0.003,0,240.1,115,180.4,91,133.4,122,8,6,40.82,15.33,6,2.16,64.31,3,2,59,0,0,1,0,0,0,1,0,0,0,-70,-56,0.95,0.05
FALSE,NE,86,408,399-6852,602,36,Female,Senior Professional,24/10/2016,24/10/2018,no,no,0.009,0.006,0,83.8,121,240.2,96,158.6,108,6.7,8,14.25,20.42,7.14,1.81,43.62,1,1,22,0,0,0,0,0,1,0,0,0,0,-87,-74,0.925,0.075
TRUE,TX,136,408,335-4888,952,39,Male,Retire,9/11/2015,8/11/2017,no,no,0.067,0.035,0,269.8,106,228.8,101,257.5,106,10.1,8,45.87,19.45,11.59,2.73,79.64,1,1,14,0,1,0,0,0,0,0,0,0,0,-101,-87,0.877,0.123
FALSE,MS,121,415,344-2260,847,55,Male,Senior Professional,22/02/2016,21/02/2018,no,yes,0.005,0.007,21,126.3,84,209.6,102,192.5,129,10.6,2,21.47,17.82,8.66,2.86,50.81,1,1,4,0,0,0,0,0,0,1,0,0,0,-97,-85,0.954,0.046
FALSE,IA,105,510,349-4070,735,60,Female,Retire,13/06/2016,13/06/2018,no,yes,0.018,0.011,15,88.1,125,175.9,142,269.9,85,9.7,1,14.98,14.95,12.15,2.62,44.7,2,1,27,0,0,0,1,0,0,0,0,0,0,-97,-85,0.946,0.054
FALSE,WI,105,415,394-6505,735,66,Female,Retire,13/06/2016,13/06/2018,no,yes,0.01,0.005,34,218.5,61,196.7,74,151.1,103,9.9,4,37.15,16.72,6.8,2.67,63.34,2,2,32,0,1,0,0,0,0,0,0,1,0,-97,-85,0.967,0.033
FALSE,MT,51,415,419-3612,357,66,Female,Retire,26/06/2017,26/06/2019,no,yes,0.002,0.001,26,236.8,61,263.4,97,181.1,91,11.2,8,40.26,22.39,8.15,3.02,73.82,1,1,2,0,0,0,0,0,0,1,0,0,0,-97,-85,0.929,0.071
FALSE,GA,64,408,356-1952,448,21,Female,student,27/03/2017,27/03/2019,no,no,0.019,0.002,0,124.1,117,192.8,108,162.9,84,6.4,5,21.1,16.39,7.33,1.73,46.55,3,2,23,0,0,0,0,1,0,1,0,0,0,-97,-85,0.966,0.034
FALSE,MT,80,510,416-7866,560,24,Male,student,5/12/2016,5/12/2018,yes,yes,0.016,0.011,30,184.2,132,167.5,109,212.8,114,10,10,31.31,14.24,9.58,2.7,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-85,0.932,0.068
FALSE,ND,56,415,398-1759,392,53,Male,Senior Professional,22/05/2017,22/05/2019,no,no,0.008,0.001,0,222.7,133,277,89,101.8,94,13.6,4,37.86,23.55,4.58,3.67,69.66,4,3,63,1,1,0,0,0,0,0,1,0,0,-97,-85,0.955,0.045
FALSE,VT,120,415,338-9950,840,57,Female,Senior Professional,29/02/2016,28/02/2018,no,no,0.001,0.004,0,149.2,98,193.6,88,248.9,119,11.1,5,25.36,16.46,11.2,3,56.02,1,1,10,0,0,0,0,0,0,1,0,0,0,-97,-85,0.946,0.054
FALSE,SD,103,510,412-7278,721,62,Female,Retire,27/06/2016,27/06/2018,no,no,0.012,0.015,0,206.5,125,180.2,113,220.6,95,12.2,4,35.11,15.32,9.93,3.29,63.65,3,2,37,1,0,0,1,0,0,0,0,0,0,-97,-85,0.959,0.041
FALSE,OH,164,510,347-1263,1148,70,Female,Retire,27/04/2015,26/04/2017,no,yes,0.01,0.007,27,159.7,102,168.8,113,244.1,127,9.6,9,27.15,14.35,10.98,2.59,55.07,3,1,35,0,0,1,0,0,0,0,0,0,0,-97,-85,0.954,0.046
FALSE,OH,116,415,386-5684,812,66,Male,Retire,28/03/2016,28/03/2018,no,yes,0.012,0.003,27,204.7,118,209.4,91,212.9,67,7,2,34.8,17.8,9.58,1.89,64.07,2,2,24,1,0,0,0,1,0,0,0,0,0,-97,-85,0.986,0.014
FALSE,MT,121,408,334-4354,847,51,Male,Middle Management,22/02/2016,21/02/2018,no,no,0.013,0.011,0,213.2,79,120.7,116,244.4,102,7.5,4,36.24,10.26,11,2.03,59.53,1,1,22,0,1,0,0,0,0,0,0,0,0,-97,-85,0.928,0.072
FALSE,IL,55,415,398-5970,385,40,Male,Sr Managers,29/05/2017,29/05/2019,yes,no,0.006,0.01,0,269.6,121,171.7,91,219,98,8.2,6,45.83,14.59,9.86,2.21,72.49,1,1,23,0,0,0,0,0,0,0,1,0,0,-97,-85,0.949,0.051
FALSE,NV,183,415,330-3429,1281,54,Male,Senior Professional,15/12/2014,14/12/2016,no,no,0.004,0.004,0,116.7,92,213.8,112,214.3,112,9.7,6,19.84,18.17,9.64,2.62,50.27,2,1,5,0,0,0,1,0,0,0,0,0,0,-97,-85,0.931,0.069
FALSE,UT,104,408,418-4637,728,67,Male,Retire,20/06/2016,20/06/2018,no,no,0.003,0.006,0,263.4,101,235.5,117,102,146,13,4,44.78,20.02,4.59,3.51,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-85,0.965,0.035
FALSE,NH,90,408,393-7322,630,53,Female,Senior Professional,26/09/2016,26/09/2018,no,no,0.002,0.009,0,140.2,97,213.9,102,120,126,7.1,2,23.83,18.18,5.4,1.92,49.33,1,1,20,0,0,0,1,0,0,0,0,0,0,-77,-62,0.927,0.073
FALSE,LA,82,415,353-5557,574,53,Male,Senior Professional,21/11/2016,21/11/2018,no,no,0.017,0.009,0,197.7,101,127.6,83,142.1,103,13.5,3,33.61,10.85,6.39,3.65,54.5,1,1,18,0,0,0,0,0,1,0,0,0,0,-93,-79,0.968,0.032
FALSE,VT,101,415,411-5334,707,50,Male,Middle Management,11/7/2016,11/7/2018,no,no,0,0.006,0,136.2,92,220.9,110,196.9,116,13.3,7,23.15,18.78,8.86,3.59,54.38,3,1,21,0,1,0,0,0,0,0,0,0,0,-95,-85,0.981,0.019
FALSE,NY,9,415,398-8588,63,31,Male,Sr Managers,16/04/2018,15/04/2020,no,yes,0.014,0,16,88.5,87,178.8,108,228.7,96,11.5,3,15.05,15.2,10.29,3.11,43.65,2,0,0,0,0,0,0,0,0,0,0,0,0,-99,-88,0.986,0.014
FALSE,CT,97,415,374-7285,679,58,Male,Senior Professional,8/8/2016,8/8/2018,no,no,0.008,0.001,0,215.3,58,242.4,91,279.8,105,12.1,9,36.6,20.6,12.59,3.27,73.06,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-89,0.963,0.037
TRUE,KS,94,408,379-7215,658,26,Female,Senior Professional,29/08/2016,29/08/2018,no,no,0.027,0.032,0,269.2,104,193.8,144,257.6,61,8.9,2,45.76,16.47,11.59,2.4,76.22,3,2,35,0,0,1,1,0,0,0,0,0,0,-102,-87,0.865,0.135
FALSE,MI,127,510,357-7875,889,29,Female,student,11/1/2016,10/1/2018,no,yes,0.012,0.004,25,203.8,118,267.1,48,225.1,105,7.3,5,34.65,22.7,10.13,1.97,69.45,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-86,0.962,0.038
FALSE,SD,125,510,393-9677,875,40,Female,Sr Managers,25/01/2016,24/01/2018,no,yes,0.015,0.009,34,268.4,112,222.2,108,117.6,102,10.3,3,45.63,18.89,5.29,2.78,72.59,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-66,0.969,0.031
FALSE,ME,140,415,345-9598,980,44,Female,Sr Managers,12/10/2015,11/10/2017,no,no,0.002,0.006,0,159.1,104,269.8,106,220.4,116,10.3,4,27.05,22.93,9.92,2.78,62.68,1,1,10,0,0,0,0,0,0,0,0,1,0,-105,-79,0.977,0.023
FALSE,MD,90,415,353-3203,630,21,Female,student,26/09/2016,26/09/2018,no,no,0.006,0.015,0,114.4,122,127.7,154,253.1,109,10.1,5,19.45,10.85,11.39,2.73,44.42,2,2,18,0,1,0,0,0,0,1,0,0,0,-82,-39,0.941,0.059
FALSE,VA,67,415,330-7486,469,56,Female,Senior Professional,6/3/2017,6/3/2019,no,no,0.017,0.013,0,138.9,65,208.9,109,232.4,82,9.2,3,23.61,17.76,10.46,2.48,54.31,2,1,22,0,0,0,0,0,0,0,0,0,1,-98,-82,0.926,0.074
FALSE,NJ,113,415,397-6425,791,49,Female,Middle Management,18/04/2016,18/04/2018,no,no,0.019,0.013,0,186,55,237.4,105,148.1,83,12.2,6,31.62,20.18,6.66,3.29,61.75,1,1,3,0,0,0,0,0,0,1,0,0,0,-78,-63,0.935,0.065
FALSE,TN,121,510,338-1815,847,25,Male,student,22/02/2016,21/02/2018,no,yes,0.011,0.016,26,170.4,91,254.5,90,219.6,122,15.1,5,28.97,21.63,9.88,4.08,64.56,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-86,0.949,0.051
FALSE,DC,93,408,406-5023,651,38,Female,Middle Management,5/9/2016,5/9/2018,no,no,0.014,0.003,0,164.5,95,230.9,87,149.9,91,9.9,3,27.97,19.63,6.75,2.67,57.02,4,1,14,0,0,0,0,0,0,0,0,0,1,-94,-88,0.927,0.073
FALSE,DC,121,408,368-2458,847,22,Female,student,22/02/2016,21/02/2018,no,no,0,0.011,0,168.6,121,168.6,94,95.3,59,12.3,4,28.66,14.33,4.29,3.32,50.6,1,1,5,0,0,0,0,0,1,0,0,0,0,-92,-83,0.968,0.032
TRUE,OR,53,408,400-8375,371,52,Male,Senior Professional,12/6/2017,12/6/2019,no,no,0.002,0.014,0,261.2,119,250.8,105,176,112,9.8,2,44.4,21.32,7.92,2.65,76.29,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-93,0.886,0.114
FALSE,RI,75,415,387-8201,525,38,Male,Retire,9/1/2017,9/1/2019,no,no,0.014,0.009,0,190.5,91,178.4,75,162.4,113,13.1,5,32.39,15.16,7.31,3.54,58.4,1,1,1,1,0,0,0,0,0,0,0,0,0,-95,-85,0.999,0.001
FALSE,AK,132,510,346-4360,924,66,Male,Retire,7/12/2015,6/12/2017,no,no,0.011,0.013,0,181.1,121,314.4,109,246.7,81,4.2,9,30.79,26.72,11.1,1.13,69.74,2,1,12,0,1,0,0,0,0,0,0,0,0,-95,-86,0.928,0.072
FALSE,WI,162,408,412-8811,1134,23,Male,Senior Professional,11/5/2015,10/5/2017,no,no,0.013,0.015,0,177.1,131,114.7,122,153.6,88,6.5,6,30.11,9.75,6.91,1.76,48.53,3,1,12,0,0,0,0,0,1,0,0,0,0,-78,-65,0.963,0.037
FALSE,IN,140,415,413-3990,980,63,Female,Retire,12/10/2015,11/10/2017,no,no,0.004,0.003,0,160.5,114,240.5,103,233.5,121,11.3,4,27.29,20.44,10.51,3.05,61.29,1,1,21,0,0,0,0,0,1,0,0,0,0,-97,-86,0.985,0.015
FALSE,MI,91,408,345-2448,637,51,Female,Middle Management,19/09/2016,19/09/2018,no,no,0.009,0.015,0,134.7,116,295.3,98,195.5,121,6.6,5,22.9,25.1,8.8,1.78,58.58,2,0,0,0,0,0,0,0,0,0,0,0,0,-97,-86,0.94,0.06
FALSE,ID,73,510,394-4512,511,66,Male,Retire,23/01/2017,23/01/2019,no,yes,0.016,0.016,28,198.2,107,139.1,123,199.1,139,8.8,1,33.69,11.82,8.96,2.38,56.85,2,0,0,0,0,0,0,0,0,0,0,0,0,-98,-84,0.955,0.045
TRUE,NH,95,408,400-8538,665,69,Female,Retire,22/08/2016,22/08/2018,yes,no,0.023,0.032,0,228.9,134,255.7,71,208,120,10.1,2,38.91,21.73,9.36,2.73,72.73,4,1,22,0,0,0,0,0,0,1,0,0,0,-105,-91,0.943,0.057
FALSE,MN,145,408,412-8769,1015,36,Male,student,7/9/2015,6/9/2017,no,no,0.004,0,0,241.7,137,135.8,100,277.6,123,13.1,3,41.09,11.54,12.49,3.54,68.66,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,-66,0.953,0.047
FALSE,AZ,100,415,390-1552,700,74,Male,Retire,18/07/2016,18/07/2018,no,no,0.001,0.009,0,131.1,108,176.2,81,89.7,81,4.3,4,22.29,14.98,4.04,1.16,42.47,1,1,20,1,0,0,0,0,0,0,0,0,0,-75,-66,0.934,0.066
FALSE,MN,122,415,389-2477,854,43,Female,Sr Managers,15/02/2016,14/02/2018,no,no,0.01,0.006,0,234.1,101,200.2,121,237.4,89,13.1,9,39.8,17.02,10.68,3.54,71.04,2,1,7,0,0,0,0,0,0,0,0,0,1,-85,-78,0.987,0.013
FALSE,MO,109,415,389-4695,763,28,Female,Retire,16/05/2016,16/05/2018,no,no,0.002,0.012,0,200.1,72,300.9,120,236,68,11.9,5,34.02,25.58,10.62,3.21,73.43,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-66,0.964,0.036
FALSE,AL,82,408,406-8037,574,23,Male,Middle Management,21/11/2016,21/11/2018,no,no,0.011,0.01,0,154,107,94.4,114,287.6,95,10.1,7,26.18,8.02,12.94,2.73,49.87,1,1,14,0,0,0,0,0,1,0,0,0,0,-98,-94,0.972,0.028
FALSE,PA,65,415,382-9138,455,59,Male,Senior Professional,20/03/2017,20/03/2019,no,yes,0.019,0.016,23,224.2,106,189.6,100,222.8,75,9.8,4,38.11,16.12,10.03,2.65,66.91,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-75,0.941,0.059
FALSE,AK,52,510,414-7942,364,73,Male,Retire,19/06/2017,19/06/2019,no,no,0.009,0.003,0,148.3,83,181.6,79,155.6,104,8.3,6,25.21,15.44,7,2.24,49.89,3,2,47,0,0,1,0,0,0,1,0,0,0,-75,-63,0.986,0.014
FALSE,MS,136,415,348-7071,952,29,Female,Sr Managers,9/11/2015,8/11/2017,no,yes,0.002,0.002,24,174.6,76,176.6,114,214.4,91,8.8,5,29.68,15.01,9.65,2.38,56.72,2,1,24,0,1,0,0,0,0,0,0,0,0,-85,-66,0.97,0.03
FALSE,IA,75,415,404-2942,525,60,Female,Retire,9/1/2017,9/1/2019,no,no,0.013,0.002,0,138.5,110,153.2,86,215.6,103,11.1,7,23.55,13.02,9.7,3,49.27,1,1,20,0,0,0,0,1,0,0,0,0,0,-92,-77,0.965,0.035
FALSE,WY,146,408,348-3581,1022,41,Male,Sr Managers,31/08/2015,30/08/2017,no,no,0.014,0.016,0,109,69,265.8,98,228.3,80,12.6,2,18.53,22.59,10.27,3.4,54.79,1,1,23,0,0,0,0,0,0,0,1,0,0,-98,-86,0.944,0.056
FALSE,NE,105,408,327-6764,735,43,Female,Sr Managers,13/06/2016,13/06/2018,no,no,0.012,0.015,0,162.3,99,212.5,95,214.7,114,11.1,8,27.59,18.06,9.66,3,58.31,4,3,70,0,0,0,2,1,0,0,0,0,0,-76,-63,0.955,0.045
FALSE,ND,48,415,405-2831,336,68,Female,Retire,17/07/2017,17/07/2019,no,no,0.014,0.012,0,210.8,84,189.6,98,157.6,99,16.4,3,35.84,16.12,7.09,4.43,63.48,2,1,15,0,0,0,1,0,0,0,0,0,0,-96,-82,0.941,0.059
FALSE,CT,45,415,416-4351,315,65,Female,Retire,7/8/2017,7/8/2019,no,no,0.004,0.006,0,142.4,107,318.7,78,224.1,108,11.1,7,24.21,27.09,10.08,3,64.38,1,1,10,1,0,0,0,0,0,0,0,0,0,-92,-80,0.923,0.077
FALSE,NC,106,415,419-3196,742,68,Male,Retire,6/6/2016,6/6/2018,no,yes,0.004,0.014,37,223.5,104,235.1,99,140.1,90,10.6,5,38,19.98,6.3,2.86,67.14,2,0,0,0,0,0,0,0,0,0,0,0,0,-94,-81,0.935,0.065
FALSE,CT,33,510,411-6211,231,21,Female,student,30/10/2017,30/10/2019,no,no,0.018,0.009,0,182.5,65,232.1,96,149.2,82,7.5,2,31.03,19.73,6.71,2.03,59.5,2,1,14,0,0,0,0,0,0,0,0,1,0,-81,-68,0.933,0.067
FALSE,ND,68,408,391-8369,476,72,Male,Retire,27/02/2017,27/02/2019,no,no,0.015,0.016,0,219.6,97,141.1,144,205.7,101,10.8,4,37.33,11.99,9.26,2.92,61.5,2,0,0,0,0,0,0,0,0,0,0,0,0,-98,-87,0.949,0.051
FALSE,WA,106,408,416-4464,742,21,Female,student,6/6/2016,6/6/2018,no,no,0.007,0.006,0,193.6,66,238.2,82,176.4,107,12.9,3,32.91,20.25,7.94,3.48,64.58,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-56,0.938,0.062
FALSE,NV,141,415,347-1814,987,58,Female,Senior Professional,5/10/2015,4/10/2017,no,no,0.013,0.01,0,192.4,111,156.9,87,175.8,82,11,6,32.71,13.34,7.91,2.97,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-77,0.932,0.068
FALSE,CO,98,408,386-7337,686,67,Male,Retire,1/8/2016,1/8/2018,no,no,0.009,0.013,0,236.2,122,189.4,110,153.6,104,13.3,4,40.15,16.1,6.91,3.59,66.75,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-80,0.971,0.029
FALSE,KS,94,510,375-8505,658,24,Male,Sr Managers,29/08/2016,29/08/2018,no,yes,0.016,0.003,28,233.2,88,113.3,102,118,71,16.1,4,39.64,9.63,5.31,4.35,58.93,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-84,0.945,0.055
FALSE,CO,65,510,407-5056,455,64,Female,Retire,20/03/2017,20/03/2019,no,no,0.004,0,0,158.8,53,188.5,132,189.3,87,9.8,4,27,16.02,8.52,2.65,54.19,2,2,37,0,0,0,0,1,1,0,0,0,0,-93,-80,0.943,0.057
FALSE,MO,85,415,367-8924,595,43,Female,Sr Managers,31/10/2016,31/10/2018,no,no,0.003,0.014,0,126.1,112,274.7,126,184.4,95,9.8,4,21.44,23.35,8.3,2.65,55.74,1,1,17,0,0,0,0,0,0,0,1,0,0,-77,-64,0.947,0.053
TRUE,MA,71,510,419-5171,497,56,Male,Senior Professional,6/2/2017,6/2/2019,no,no,0.001,0.035,0,290.4,108,253.9,92,263.3,126,10.1,5,49.37,21.58,11.85,2.73,85.53,3,2,52,1,1,0,0,0,0,0,0,0,0,-105,-87,0.96,0.04
FALSE,NY,112,408,396-7687,784,45,Male,Middle Management,25/04/2016,25/04/2018,no,yes,0.019,0.001,30,60.6,113,165.9,96,132.8,99,13.3,7,10.3,14.1,5.98,3.59,33.97,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-80,0.997,0.003
FALSE,AK,110,415,394-4548,770,34,Male,Senior Professional,9/5/2016,9/5/2018,no,no,0.02,0.002,0,148.4,95,193.8,98,206,106,6.9,6,25.23,16.47,9.27,1.86,52.83,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-77,0.96,0.04
FALSE,WI,111,415,382-6438,777,22,Male,student,2/5/2016,2/5/2018,no,no,0.003,0.012,0,246.5,108,216.3,89,179.6,99,12.7,3,41.91,18.39,8.08,3.43,71.81,2,2,45,1,0,0,0,0,1,0,0,0,0,-71,-57,0.957,0.043
TRUE,NH,74,408,413-2194,518,47,Male,Middle Management,16/01/2017,16/01/2019,no,no,0.052,0.025,0,298.1,112,201.3,100,214.7,88,9.7,4,50.68,17.11,9.66,2.62,80.07,2,1,12,0,0,0,0,0,0,1,0,0,0,-101,-90,0.985,0.015
FALSE,TN,105,510,366-2622,735,43,Male,Sr Managers,13/06/2016,13/06/2018,no,no,0.019,0.016,0,119.3,82,185.1,111,157,74,10.9,4,20.28,15.73,7.07,2.94,46.02,2,0,0,0,0,0,0,0,0,0,0,0,0,-99,-84,0.963,0.037
FALSE,NY,40,408,416-7591,280,49,Male,Middle Management,11/9/2017,11/9/2019,no,no,0.015,0.002,0,242.5,82,232.9,97,154,86,9.6,7,41.23,19.8,6.93,2.59,70.55,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-70,0.961,0.039
TRUE,GA,128,408,355-2634,896,29,Male,Senior Professional,4/1/2016,3/1/2018,yes,yes,0.059,0.027,18,222.1,89,160.6,109,218.8,102,13.6,2,37.76,13.65,9.85,3.67,64.93,0,0,0,0,0,0,0,0,0,0,0,0,0,-104,-90,0.975,0.025
TRUE,MN,123,408,422-5350,861,65,Male,Retire,8/2/2016,7/2/2018,no,no,0.002,0.017,0,236.2,135,273.9,88,227,77,10.1,6,40.15,23.28,10.22,2.73,76.38,2,1,30,0,1,0,0,0,0,0,0,0,0,-104,-90,0.915,0.085
FALSE,MI,122,510,329-2388,854,39,Female,Sr Managers,15/02/2016,14/02/2018,no,no,0.02,0.006,0,144.2,87,212.2,74,169.3,87,9.5,4,24.51,18.04,7.62,2.57,52.74,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-78,0.996,0.004
FALSE,ID,114,408,381-5273,798,65,Female,Retire,11/4/2016,11/4/2018,no,yes,0.015,0.014,19,154.6,100,241.6,109,160,112,12.6,1,26.28,20.54,7.2,3.4,57.42,3,1,17,0,0,0,0,1,0,0,0,0,0,-96,-82,0.956,0.044
FALSE,CT,102,415,421-6694,714,25,Male,Retire,4/7/2016,4/7/2018,no,yes,0.015,0.011,25,137.4,100,176.7,83,188.2,93,10.2,6,23.36,15.02,8.47,2.75,49.6,2,0,0,0,0,0,0,0,0,0,0,0,0,-90,-77,0.934,0.066
FALSE,NC,126,415,342-1702,882,75,Male,Retire,18/01/2016,17/01/2018,no,no,0.003,0.005,0,103.7,93,127,107,329.3,66,14.4,1,17.63,10.8,14.82,3.89,47.14,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-80,0.924,0.076
TRUE,LA,150,415,381-4029,1050,35,Female,Senior Professional,3/8/2015,2/8/2017,no,no,0.038,0.028,0,136.6,112,209.4,81,161.1,78,12.2,2,23.22,17.8,7.25,3.29,51.56,4,1,36,1,0,0,0,0,0,0,0,0,0,-104,-90,0.888,0.112
TRUE,NJ,60,408,335-2967,420,41,Female,Sr Managers,24/04/2017,24/04/2019,no,no,0.03,0.013,0,289.8,101,255.6,115,242.8,76,11.7,4,49.27,21.73,10.93,3.16,85.09,2,0,0,0,0,0,0,0,0,0,0,0,0,-104,-90,0.822,0.178
FALSE,TX,123,408,416-6594,861,30,Female,student,8/2/2016,7/2/2018,no,no,0.003,0.015,0,260.9,85,168.5,103,178.3,91,13.3,5,44.35,14.32,8.02,3.59,70.28,3,1,10,0,0,0,1,0,0,0,0,0,0,-97,-78,0.931,0.069
TRUE,CA,138,510,388-6026,966,24,Male,Sr Managers,26/10/2015,25/10/2017,yes,no,0.048,0.013,0,196.2,129,176.5,86,232.4,108,15.2,1,33.35,15,10.46,4.1,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,-104,-90,0.828,0.172
FALSE,MD,29,510,367-1024,203,68,Male,Retire,27/11/2017,27/11/2019,no,no,0.014,0.004,0,195.6,71,126.4,74,148.6,87,14.2,4,33.25,10.74,6.69,3.83,54.51,1,1,2,0,0,0,0,1,0,0,0,0,0,-94,-81,0.958,0.042
FALSE,WY,111,415,386-7118,777,53,Female,Senior Professional,2/5/2016,2/5/2018,no,no,0.012,0,0,222.2,96,162.5,111,184.9,120,11.9,7,37.77,13.81,8.32,3.21,63.11,4,3,89,0,0,1,1,0,0,0,0,1,0,-71,-57,0.983,0.017
TRUE,TX,37,510,346-2020,259,63,Male,Retire,2/10/2017,2/10/2019,yes,no,0.001,0.01,0,172.9,119,183,86,226.4,100,9.8,1,29.39,15.56,10.19,2.65,57.79,0,0,0,0,0,0,0,0,0,0,0,0,0,-104,-90,0.95,0.05
TRUE,CA,111,408,329-9067,777,24,Male,Retire,2/5/2016,2/5/2018,no,no,0.007,0.035,0,249.8,109,242.4,106,231.8,78,11.6,4,42.47,20.6,10.43,3.13,76.63,0,0,0,0,0,0,0,0,0,0,0,0,0,-104,-90,0.899,0.101
FALSE,UT,81,510,329-6144,567,42,Female,Sr Managers,28/11/2016,28/11/2018,no,no,0.001,0.01,0,154.5,84,216.2,91,229.8,82,13.7,3,26.27,18.38,10.34,3.7,58.69,1,1,3,0,0,0,0,0,0,0,1,0,0,-82,-68,0.997,0.003
